id,category,text
17092,군대,제일 힘든 게 뭐
17093,군대,훈련 보다 아침 일찍 일어나는 게 힘들던데
17094,군대,잠 많은 편 인가 보네
17095,군대,고생 많다
17096,군대,그니까 전역 할 수 있겠지
17097,군대,좀 만 참고 버텨 봐
17098,군대,상병 달았으니 정상 은 보인다
17099,군대,런가 피 엑스 음식 으로 살아가는 중이
17100,군대,밥 은 좀 입맛
17101,군대,밥 은 맛 없고 피 엑스 냉동 만 먹지
17102,군대,라도 있어서 다행 이다
17103,군대,건강하게 잘 챙겨 먹어
17104,군대,살 많이 쪄서 큰일 났어
17105,군대,에이 그만큼 움직 이고 운동 하잖아
17106,군대,괜찮아
17107,군대,군생활 다시 하고 싶네
17108,군대,요즘 디피 보 니깐 재밌더라
17109,군대,다시 가고 시퍼
17110,군대,요즘 군대 드라마 유행 하던데 들 봤나
17111,군대,병 시절 그립다
17112,군대,꿀이었는데
17113,군대,피 엑스 병 하고 시퍼
17114,군대,재밌어
17115,군대,경계 병 했는데 힘들었지
17116,군대,그때 냉동 먹고 좋았지 군생활
17117,군대,피 엑스 병 짱 이야
17118,군대,요즘 구타 가혹 행위 없나
17119,군대,그러니까
17120,군대,다시 재입대 할까
17121,군대,피 엑스 병 가고 시퍼 요즘
17122,군대,냉동 라면 참치 그땐 맛있었는데 지금 은
17123,군대,요새 군대 에서 핸드폰 쓰고 짱 이지
17124,군대,요즘 애 들 은 피 엑스 병 알려나
17125,군대,피 엑스 에서 양주 랑 술 싸게 사면 개이득 이었는데
17126,군대,요새 있지 않아
17127,군대,그러니까
17128,군대,병원 에서도 근무 하고 싶다
17129,군대,예비군 가서 피 엑스 가면 추억 새록새록 해
17130,군대,웃겨 정말
17131,군대,군대 에서 군 인들 모아다가 시킬 듯
17132,군대,군대 무려 무료 니까 많이 쓰지
17133,군대,그것 좋은 생각 인데 훈련 대신 으로
17134,군대,그러니까 또 군 인들 시키겠지 뭐
17135,군대,돼지 방역 대신 나가느라 고생 많이 했어
17136,군대,이는 어디서 복무 했는데
17137,군대,돼지 방역
17138,군대,돼지 방역 뉴스 로만 본 걸 군대 생활 동안 했구나
17139,군대,난 무려 무료 였으니까
17140,군대,구제역 때 만 하는 건가
17141,군대,아니면 항시
17142,군대,군 인들 무료 로 노동 력 쓰는 거 애잔
17143,군대,구제역 때 만 앞 에서 타이어 소독제 바르고 차량 통제 하는 거 했었어
17144,군대,고생 했네
17145,군대,별거 없었는 뎅
17146,군대,신기하다
17147,군대,그런 것 하는구나
17148,군대,사실 나도 한두 번 나가고 후임 들 짬 때렸어
17149,군대,뭐
17150,군대,군기 부린 거야
17151,군대,못 됐네
17152,군대,이는 멋진 선임 이구나 정말
17153,군대,군기 아니라 짬티 라고 하는 거야
17154,군대,지금 가서 그러면 바로 영창
17155,군대,그러겡 군대 갔다 와서 열심히 학점 채우는데 난 뭘 했나 모르겠네
17156,군대,학점 인정 해주는 제도 그것 은 군대 에도 있었지
17157,군대,군 가산 점제 없어진 게 아쉽 겠네용
17158,군대,군 가산 점 없어졌지 지금
17159,군대,군 가산 점 부활 되면 정말 좋은 곳 취업 할까
17160,군대,군가산점 제 있으면 좋은데 라기 보다는 좀 더 수월하죠
17161,군대,그리고 어쨌든 군대 생활 하면서 보낸 십대 초반 의 시간 좀 보상 받는 기분 잖어
17162,군대,자기 위로 용 정책 아니었을까 싶어
17163,군대,왜 폐지 됐어요
17164,군대,여자 들 여자 군대 가고 싶어도 못 가는데 왜 남자 애 들 은 가게 해 두고 점수 주냐고 그래서
17165,군대,여가부 나서서 폐지 를 시켰다는 소문 인지 모르겠어
17166,군대,여자도 가고 싶으면 갈수 있지 않아요
17167,군대,부사관 있는 뎅
17168,군대,남자 애 들 은 병사 로 군대 를 가잖아 여자 그런 게 아니라 직업 으로 가야 하는 건데 점수 를 주는 건 여자 차별 이라고 들고 일어났다던디
17169,군대,똑같이 점수 를 줄거면 병사 라는 제도 를 없애야 해
17170,군대,년 이라는 시간 거의 버린 건데 따지고 보면
17171,군대,그러니까
17172,군대,그리고 사실 상 마저도 공무원 같은 제한 적 인 직업 군 시험 에서나 받는 건데 그걸 들고 일어나서 폐지 시켰지
17173,군대,부활 얼른 되었으면 좋겠어
17174,군대,부활 되 기는 쉽지 않을 거 같아요
17175,군대,이는 군대 다시 들어가서 평생 일해
17176,군대,경력 직 잖아
17177,군대,년 개월 일 해본 거 어디 껴주지도 않아
17178,군대,정말 대단한 거야 다시 들어가는 거
17179,군대,군대 안 간 사람 대한민국 의 반 인데 왜 안 껴 준담
17180,군대,대한민국 절반 의 사람 들 총 쏠 줄 아는 사람 들 이야
17181,군대,남자 들 은 멋있어
17182,군대,최고
17183,군대,총 안 쏴 보고 죽는 여자도 많은데 남자 들 은 군대 에서 하잖아
17184,군대,총 만 쏠 수 있다면 다시 가보고 싶어 군대
17185,군대,군대 생활 에서 어려운 건 뭐 있어
17186,군대,무슨 힘든 점 있어
17187,군대,딱히 힘든 건 기억 안
17188,군대,저번 고라니 랑 축구 했다고 그랬나
17189,군대,썰은 잊히지가 않네
17190,군대,운 이야
17191,군대,고라니 랑 씨름 했어
17192,군대,고라니
17193,군대,씨름 까지는 너무 아니야
17194,군대,그렇네
17195,군대,둘 그런 망상 같은 말 하도 많이 해서 헷갈려
17196,군대,고라니 어깨 빵 치고 도망 갈려 하길래 바로 와서 바리 털어 버렸지
17197,군대,가오
17198,군대,고라니 갑자기 나온다고
17199,군대,하긴 엄마 다리 아작 난 것 봐
17200,군대,힘들어
17201,군대,군대 에서도 발목 부러진 친구 들 많아
17202,군대,장기 적 으로 보면 몸 아픈데
17203,군대,어머니 한테 잘 해드려라
17204,군대,군대 생활 하면서 발목 부러지면 억울할듯
17205,군대,목함지뢰 를 밟은 병사 를 문재인 대통령 찾아가서 위로 를 해줬어
17206,군대,군대 생활 하면서 다치는 애 들 한 둘 아니야
17207,군대,군대 생활 하면서 내 몸 하나 건 사해서 나오는게 가장 잘 한일 이라고 많이 들 하더라
17208,군대,내 주변 에서도 발목 삐 고 나온 사람 들 많아
17209,군대,자는데 딱딱하지 않아
17210,군대,허리 아플듯
17211,군대,발목 같은건 한번 고장 나면 계속 고장 는데
17212,군대,군 병원 에서 제대로 된 진료 를 못 해준 탓 크지
17213,군대,군 병원 은 의사 있는 건가
17214,군대,그럴거면 밖 으로 빨리 진료 받게 보내지
17215,군대,아마 의대 를 나온 대학생 들 로 많이 가는거 같아
17216,군대,정식 이라고 해야되
17217,군대,의사 아닌거네
17218,군대,건강 직결 된건데 밖 으로 보내줘라 좀
17219,군대,대충 쓱 보고 뭐 하고 약주 고 돌려 보내
17220,군대,휴가 아니면 외출 때 병원 가겠네
17221,군대,군대 갈래
17222,군대,돈 쓸 일 없다던데
17223,군대,군대 에서 오히려 돈 많이 쓴 사례 많아
17224,군대,왜 없어
17225,군대,맛있는거 사먹으면 훌렁 나가지
17226,군대,선임 들 사줘서 돈 안 쓴다고 하더라고
17227,군대,말뚝 박는다고 들어갔을 때
17228,군대,말뚝 박으면 평생 살수 있지
17229,군대,그건 초반 에만
17230,군대,나중 후임 오면 또 그만큼 써야되
17231,군대,런가
17232,군대,군대 생활 하는 대신 피 엑스 라 난 군대 안가는걸 택 하겠어
17233,군대,피 엑스 나름 좋은 복지
17234,군대,피 엑스 엄청 싸
17235,군대,그래서 더 쓰게 되는듯
17236,군대,난 군대 안가는걸 택할 래
17237,군대,덕 여 사 친 들 하고 안 하던 대화 를 했지
17238,군대,크림 좀 사다 달라 고
17239,군대,뭐 사 달라
17240,군대,웃겨 나도 달팽이 크림 사오 라고 몇번 함
17241,군대,거기 슈넬치킨 사 달라 친구 들 있었지
17242,군대,난 로카티 많이 사 달라 하더라
17243,군대,슈넬치킨 뭐
17244,군대,들어 본적 있는것 같은디
17245,군대,전자레인지 돌려 먹는 치킨 중 제일 맛있어
17246,군대,옛날 학교 매점 에서 사먹던 닭강정 생각난다
17247,군대,군인 들 마냥 일 빡시게 잘 하더라
17248,군대,군대 에서 일 하는 법 제대로 배웠지
17249,군대,군대 가면 철 들어서 오는것 같아
17250,군대,영 군대 생활 제대로 안 했나 봐
17251,군대,철 안 들었어
17252,군대,난 고등학교 때 알바 할 때 싸가지 없으면 때려 쳤었는데 좀 많이 고쳤어
17253,군대,고딩 때
17254,군대,운 싸가지 없긴 했어
17255,군대,아무래도 군대 에서는 때려치고 나갈수가 없으니까
17256,군대,많이 맞을거 같아 지금 부터 영아
17257,군대,에이 운 장난 이지 헤헤
17258,군대,웃겨
17259,군대,둘다 군대 다시 다녀와
17260,군대,군대 를 가라 고 하면 자살 할게
17261,군대,정도
17262,군대,돈 억 주면 가긴 갈듯
17263,군대,정도
17264,군대,군대 를 안 가봐서
17265,군대,왜 비싼 척해
17266,군대,난 억만 줘도 잘 갔다 옴
17267,군대,무슨 자살 한다면서
17268,군대,말 바뀌냐
17269,군대,웃겨
17270,군대,돈 앞 장사 없지
17271,군대,만원 받고 이병 생활 하느니 목 매달 지
17272,군대,그치 그건
17273,군대,억 은
17274,군대,맞다
17275,군대,저번 친구 군대 갔다고 하지 않았어
17276,군대,그랬는데 군대 갔다가 중간 나왔어
17277,군대,군대 에서 중간 나올 수도 있어
17278,군대,왜
17279,군대,뭐 때문 중간 나왔대
17280,군대,갑자기 어디 아프다 했나
17281,군대,군대 에서 내보내줘
17282,군대,심하면 내보내나 봐
17283,군대,군 병원 별로 안좋나
17284,군대,그것 그렇고 훈련소 때 내보냄 심각하면
17285,군대,하긴
17286,군대,그러다 큰일 나면 안되니깐
17287,군대,우리 동생 은 별일 없어서 다행 이네
17288,군대,어차피 나가도 다시 입대 해야 되니깐 손해 일 수도 있지
17289,군대,상황 그러면 어쩔 수 없지
17290,군대,그래서 언제 다시 들어간대
17291,군대,그건 아직 모르겠음
17292,군대,나와서 학교 복학 했음
17293,군대,시간 너무 많이 걸리지 않아
17294,군대,재입대 아무 때 가능한가
17295,군대,아마도 다시 재검 받아야 할 걸
17296,군대,그것 그것 나름 대로 귀찮겠다
17297,군대,군대 흰 우유 대신 바나나 우유 로 바뀐다네
17298,군대,좋아졌네 군대
17299,군대,흰 우유 매일 마셨는데
17300,군대,군대 에서 바나나 우유 나오면 완전 좋아했는데
17301,군대,바나나 우유 나도 좋아하는데
17302,군대,군대 바나나 우유 와도 군대 싫어
17303,군대,이제 군대 에서 바나나 초코 딸기 우유 로 바뀐데
17304,군대,정말 군대 엄청 좋네 편하겠다 이제 좀
17305,군대,군대 요새 너무 좋아 휴대폰 쓰고
17306,군대,나도 군대 다시 가기 싫어
17307,군대,배달 시킨다던데
17308,군대,정말 내 사촌동생 은 선임 들 너무 괴롭힌다고 카톡 오더라
17309,군대,군대 에서 맞은 기억 말고 없어
17310,군대,아직도 군대 그런 건 없어지지 않는구나
17311,군대,아직도 괴롭힘 은 심하긴 한 가봐
17312,군대,있는 곳 은 무조건 있어
17313,군대,군대 에서 많이 맞았어
17314,군대,힘들었겠다
17315,군대,군대 를 안 가봐서 잘 모르겠 다키키
17316,군대,매일 맞았어
17317,군대,그래서 매일 힘들었어
17318,군대,들 군대 어디 로 갔다 왔어요
17319,군대,전 부사관 이었어요
17320,군대,요
17321,군대,전 특공대 나왔어요
17322,군대,특공 멋있네요 전 포병 나왔어요
17323,군대,특공 힘들었겠네요
17324,군대,다시 가라 고 하면 갈 수 있겠어요
17325,군대,아뇨 죽어도 다시 안 갈 거 예요
17326,군대,군대 다시 간다 고 생각 하니 끔찍하네요 뭐 병장 으로 일주일 정도 면 갈 수도 있을 것 같아요
17327,군대,가끔 군대 에서 먹던 냉동 들 생각날 때 있어요
17328,군대,막상 편의점 가서 사 먹으면 그때 맛 아니죠
17329,군대,맞아요
17330,군대,부사관 면 군 생활 몇 년 이나 하셨어요
17331,군대,전 년 정도 했어요 가장 청춘 의 나이 를 군대 에서 보냈죠
17332,군대,오래 하셨네요
17333,군대,군 생활 생각 하면 어떠세요
17334,군대,년 면 대의 반 군대 에서 보내셨네요
17335,군대,그때 마냥 힘들기만 했는데 지금 생각 해 보면 재밌었던 추억 참 많아요
17336,군대,맞아요
17337,군대,힘들수록 나중 에는 추억 많이 남는 것 같아요
17338,군대,그렇죠 저 지금 생각 하면 재밌었던 추억 많네요
17339,군대,물론 다시 가고 싶지는 않지만
17340,군대,지금 은 들 예비군 끝났죠
17341,군대,예비군 훈련 은 이미 끝났어요
17342,군대,벌써 군대 갔다 온 지 년 됐어
17343,군대,니 벌써 년 됐다고
17344,군대,아빠 기억 안 난다
17345,군대,벌써 년 이네 시간 완전 빨라
17346,군대,훨씬 더 됐네
17347,군대,아빠 때 기간 엄청 길었어
17348,군대,기간 어느 정도 였지
17349,군대,우리 랑 비교 할 수가 없겠지
17350,군대,생각 하기 싫어 아빠
17351,군대,군대 똑같겠지
17352,군대,다시 가라 고 하면 절대 다시 안
17353,군대,다시 오라 고 하면 사라져야지
17354,군대,어디 로 사라지게
17355,군대,결국 걸려
17356,군대,아들 들 숨겨주겠지
17357,군대,아빠 친구 아들 군대 간다 며
17358,군대,벌써 그렇게 됨
17359,군대,많이 컸어
17360,군대,어디 로 간대 육군
17361,군대,요즘 군대 월급 올랐던데
17362,군대,해병대 간대
17363,군대,대박 해병대
17364,군대,빡센 곳 아니가
17365,군대,많이 힘든 곳 이지
17366,군대,왜 해병대 간데대
17367,군대,니깐 공군 있고 육군 있는데
17368,군대,몰러
17369,군대,가고 싶나 벼
17370,군대,멋있는 곳 가네
17371,군대,년 정도 갔다
17372,군대,옛날 보다 좋아졌어
17373,군대,군대 를 안 가봐서
17374,군대,누나 이미 갔다 온 것 같다
17375,군대,누나 군대 갔음 잘 했지
17376,군대,나도 군대 시험 볼 껄 그랬나
17377,군대,누굴 잡을려고
17378,군대,거기 서 대장 먹었을 꺼야
17379,군대,우리 아빠 군대 다닐 때 지역 감정 심했고 괴롭힘 봤다던데 본 적 있어
17380,군대,지역감정 있는 사람 있긴 했지
17381,군대,당 해본거야
17382,군대,경기도 권 전라도 싫어해 아직도
17383,군대,있던 부대 전국 각지 에서 와서 싫어하기보다는 장난 식 으로 말 하는 정도
17384,군대,사투리 써 보라 고 했어
17385,군대,그랬구나
17386,군대,예전 보다 확실히 좋아졌네
17387,군대,사투리 써 보라 안 하지
17388,군대,지역 에서 오면 안 쓰려고 해도 쓰더라
17389,군대,뭐라고 장난 식 으로 말 하는데
17390,군대,흠 홍어 냄새 이런 건 너무 쎈 거지
17391,군대,전라도 랑 강원도 거의 다른 나라 말하듯이 말하거나 광주 폭동 이다 라는 사람 있고
17392,군대,미친 어느 시대 인데 폭동 같은 소리 하냐
17393,군대,그니까 민주화 운동 관 한 건 못 참지
17394,군대,뭐 선임 들 그러면 아무 말 못 하지
17395,군대,그치 이등병 뭐라 하겠어
17396,군대,너무 개념 없다
17397,군대,그니까
17398,군대,같은 나라 사람 인데 뇌 있나
17399,군대,군대 뭐
17400,군대,요즘 은 더 낫 지 않을까
17401,군대,요즘 에도 지역감정 타령 하면 영창 보 내버려야지
17402,군대,아직도 식판 비닐 깔고 먹어
17403,군대,식판 비닐 까는 건 부대 단수 됐을 때
17404,군대,설거지 못 하니까 쓰지
17405,군대,비닐 까는 건 첨 듣네
17406,군대,신기하네
17407,군대,단수
17408,군대,단수 쉽게 벌어지는 일이
17409,군대,아니아니 가끔 이지
17410,군대,거의 식판 먹음
17411,군대,아하
17412,군대,신기하네
17413,군대,난 또 코로나 땜 비닐 까는 건줄 알았는데 단수였군
17414,군대,얼마 전 훈련소 때 받은 편지 찾았어
17415,군대,거기 내 편지 있지 않아
17416,군대,그런 걸 아직도 가지 고 있어 형 은
17417,군대,누나 보내준 거도 있지
17418,군대,크 뭐라고 적었는지 기억 안 나네
17419,군대,누나 되게 막말 적어 놨 거 같은데
17420,군대,아니야
17421,군대,막말 은 아니고 되게 감수성 짙게 적었어
17422,군대,햐 그땐 나도 어려서 뭐
17423,군대,누나 의외 인데
17424,군대,동생 훈련소 가있으면 누나 이렇게 변하는구나 싶더라
17425,군대,또 뭐 의외
17426,군대,누나 감수성 돋게 편지 를
17427,군대,읽자마자 눈물 쏟는다니까
17428,군대,아무리 동생 훈련소 가있는데
17429,군대,누나 안 그랬을 거 같단 말 이지
17430,군대,나도 편지 받고 좀 의아 하긴 했어
17431,군대,뭘 또 의아 까지야
17432,군대,어이없네
17433,군대,누나 혹시 사진 같이 넣어서 보낸 건 아니지
17434,군대,공익 으로
17435,군대,일단 공익 신청 해봐야해
17436,군대,제발 이번 공익 붙었으면 좋겠어요
17437,군대,실례 안 된다면 정확히 어디가 안 좋았던 거야
17438,군대,몰라 군대 만 들어가면 숨도 안 쉬어지고 헛것 들리고
17439,군대,군대 보낼 때 그렇게 울었는데 몇 일만 나왔다고 전화 왔을 때 얼마나 짜증났는데요
17440,군대,말 은 그렇게 해도 걱정 했겠다
17441,군대,군대 랑 안 맞는듯
17442,군대,암튼 쟤 빨리 공익 붙었으면 좋겠어요 래야 계획 세우는데
17443,군대,하긴 계획 틀어졌겠다
17444,군대,계획 틀어진게 왜 때문 이야
17445,군대,군대 간 년 동안 학교 졸업 하고 돈 벌어서 같이 워홀 가려고 했는데 갑자기 나와서 계획 망쳤냐
17446,군대,둘 같이 워홀 은 갔잖아
17447,군대,같이 갔으면 된거 지
17448,군대,같은 여자친구 어딨냐 군대 번 와도 받아주고
17449,군대,그치 그치 쟤 만 한 여자친구 없다
17450,군대,쟤 처럼 성질 더러운 여자친구 없음
17451,군대,뭐라 했냐 죽고싶냐
17452,군대,너희 들 어디 군대 다녀왔어
17453,군대,공군 날 파리 아잉 교
17454,군대,남자 육군 이지
17455,군대,통신병 힘들었음
17456,군대,육군 공군 둘 좋잖아
17457,군대,육군 뭐 힘들어
17458,군대,뛰기만 하면 되는데
17459,군대,뛰기만 하면 괜찮지
17460,군대,산 타는 게 극혐
17461,군대,아니야
17462,군대,육군 엄청 힘들어
17463,군대,공군 힘들구
17464,군대,전역 개월 차이 면 할 만하 지
17465,군대,난 휴가 많이 나와서 만족한다
17466,군대,복무 기간 공군 훨씬 길어서 별로 지
17467,군대,복무 기간 공군 아직도 젤 길다 아니야
17468,군대,요즘 전체 적 으로 짧아져서 옛날 보단 낫 지
17469,군대,그치만 육군 은 복무 기간 짧잖아 대신
17470,군대,공익 가버렸으면 더 좋았으려 만
17471,군대,공익 나름 힘들다 카던데
17472,군대,노예 생활 한다고
17473,군대,공익 이나 공군 이나 비슷하지 뭐
17474,군대,공익 앉아서 폰 만 보잖아 맨날
17475,군대,그리고 공익 은 집 왔다 갔다 해야 하잖아
17476,군대,교통비 빠지지 않음
17477,군대,군대 생활 대구 에서 했다고 했나
17478,군대,운 좋게 대구 에서 군대 생활 했지
17479,군대,개 꿀이었네
17480,군대,육군
17481,군대,육군 이었지
17482,군대,대구 라 편하긴 했다
17483,군대,내 동생 은 멀리 배치 돼서 피곤해 하던데
17484,군대,동생 어디 로 군대 갔다 왔는데
17485,군대,동생 경기도
17486,군대,강원도 아닌 걸 다행 으로 여겨야 하나
17487,군대,멀리 배치 받기는 했네
17488,군대,왔다 갔다 하루 버리더라
17489,군대,겁나 피곤했겠다
17490,군대,면회 좀 갔나 봐
17491,군대,자주 못 가지
17492,군대,군 부대 가는데 차 있어야 하는데
17493,군대,하긴 그랬겠다
17494,군대,갈려면 대구 에서부터 차 끌 고 올라갔겠네
17495,군대,그래서 왔다 갔다 유류 비도 많이 들고 피곤 은 피곤 대로 쌓이고
17496,군대,돈 많이 들었겠네
17497,군대,그래서 가까운 데 배치 받는 게 좋아
17498,군대,교통 이라도 좋았으면 훨 나았을 텐데
17499,군대,바로 가는 게 없었나 보네
17500,군대,강원도 형부 계급 상사 인가
17501,군대,중사 아닌가
17502,군대,상사
17503,군대,쫌 됐어
17504,군대,상사 구나
17505,군대,매형 특전사 출신 이제
17506,군대,특전사 했지
17507,군대,전 논산 있었다고 하던데
17508,군대,그때 조교 로 있었대
17509,군대,말뚝 잘 박았어
17510,군대,계속 쭈욱 한 거 잖아
17511,군대,원사 끝 아니가
17512,군대,말뚝 은 원사 끝 이야
17513,군대,더 이상 못 올라가는구나
17514,군대,원사 로 군생활 끝날 때 까지 하는 거지
17515,군대,원사 돼도 괜찮어
17516,군대,애 들 지원 해준다던데
17517,군대,뭐 있을껄 지원 해주는 거
17518,군대,것 저 것 혜택 많아
17519,군대,동생 담 달 또 휴가 나와
17520,군대,휴가
17521,군대,이제 군대 휴가 나올 수 있어
17522,군대,정말 원래 휴가 못 나왔어
17523,군대,웅웅 백신 맞아서 이제 좀 나아진 거 같아
17524,군대,다행 이다
17525,군대,동생 신나겠다
17526,군대,다행 이다
17527,군대,정말로 동생 나와서 숨 셔야 지
17528,군대,또 열심히 돌아다니겠지
17529,군대,휴가 나오면 뭐 부터 하고 싶대
17530,군대,군대 가라 하면 못 갈 거 같아
17531,군대,면제 거든
17532,군대,여친 만나고 놀겠지 뭐
17533,군대,그치 여친 만나서 술 마시겠지
17534,군대,군대 에서 나오면 술 제일 먹고 싶지 않을까
17535,군대,얘 술 잘 못 해서
17536,군대,휴가 나와서 열심히 놀러 다니겠다
17537,군대,나도 술 잘 못 마시는데 술찌
17538,군대,난 술 좋아하는데 완전 홍당무 됨
17539,군대,나도 술 못 마셔
17540,군대,동생 처럼 돼
17541,군대,랑 똑같네
17542,군대,나도 술 마심 홍당무 됨
17543,군대,들 군 면회 가본 적 있어
17544,군대,한번 가본 적 없어
17545,군대,나도 한번 없어
17546,군대,나도 없어서 뭐 좀 물어 볼려 했지
17547,군대,뭐 물어 보려고
17548,군대,일단 물어봐 봐
17549,군대,왜
17550,군대,주변 군대 간 사람 있어
17551,군대,동생 군대 가서 담달 면회 가려고
17552,군대,이제 군대 면회 가능 해
17553,군대,담 달이 라 가능하려나
17554,군대,되더라 규제 좀 풀렸어
17555,군대,이제 가족 들 마음 좀 편하겠다
17556,군대,군대 갖혀 있는데 보러가지도 못 하고
17557,군대,대신 백신 차 까지 맞아야 가능해
17558,군대,차 안 맞은 사람 은 면회 못 가는 거야
17559,군대,또 그런 규제 있구나
17560,군대,백 신 패스 뭐 시행 된다고 하긴 하더랑
17561,군대,안된다더라
17562,군대,그래서 담달 가는거야 나도
17563,군대,성인 은 거의 차 까지 맞지 않았나
17564,군대,거의 맞았거나 곧 차 맞는 거 같아
17565,군대,군대 갈래
17566,군대,잘가
17567,군대,다녀와
17568,군대,빠이
17569,군대,군대 한번 가보는 것 괜찮지
17570,군대,나도 특전사 될 거야
17571,군대,기다려줄게 내 한번
17572,군대,특전사 좋지
17573,군대,멋있지
17574,군대,특전사 에서 강한 아이 로 거듭 겠어
17575,군대,넌 유디티 를 가렴
17576,군대,고무신 신는 겨
17577,군대,난 강한 사람 될 거야
17578,군대,난 유디티 젤 간지
17579,군대,버틸 수 있겠어 거기 가서
17580,군대,기다려줘
17581,군대,해병 수색대 힘 못 쓰던데
17582,군대,요새 군대 편해 핸드폰 쓰고
17583,군대,이제 폰 들고 간다는데 모
17584,군대,강철 부대 함 나가라
17585,군대,연락 잘 돼서 괜찮을 거야
17586,군대,혹시 이근 대위 알
17587,군대,이근 대위
17588,군대,처음 들어 보는 사람 이야
17589,군대,이근 대위 라고 한국인 인데 출신 유튜버
17590,군대,출신 이야
17591,군대,거기 특수부대 잖아
17592,군대,빡세 겠다
17593,군대,이근 대위 를 모른다고
17594,군대,사람 군대 계 의 레전드
17595,군대,알 꺼 같기도 하고 아닌 거 같기 도하 고
17596,군대,그러면 가짜 사나이 알
17597,군대,그건 유튜브 에서 잠깐 본 거 같은데
17598,군대,거기 교육 대장 이근 잖아
17599,군대,왜 기억 안 나지
17600,군대,아무 것 모르네
17601,군대,군대 전역 했잖아
17602,군대,몰라도 인생 사는 거 문제 없어서 괜찮아
17603,군대,그렇긴 하지
17604,군대,한 번 봐 봐
17605,군대,은근 재밌다던데
17606,군대,유튜브 에서 다시 봐야겠다
17607,군대,기억 안 나서
17608,군대,좋아
17609,군대,내 유튜브 링크 줄테니까 보면 되겠다
17610,군대,그래그래
17611,군대,봐야겠어
17612,군대,쫌 본 지 되서 기억 안 거 일 수도 있겠다
17613,군대,특전사 졸 간지나네
17614,군대,특전 간지 유디티 간지
17615,군대,특전사 아무나 못 함
17616,군대,육 준서 동생 보신 분
17617,군대,나도 특전사 해볼껄
17618,군대,육 준서 잘생겼 드 라
17619,군대,동생 대단하데
17620,군대,갠지나 드 라
17621,군대,육 준서 동생 은 에스 에스 유라 더 만
17622,군대,남자 봐도 잘생김
17623,군대,아냐
17624,군대,핵 니 더 잘생겼어
17625,군대,형제 특전사
17626,군대,아냐
17627,군대,요즘 얼굴 썩었어
17628,군대,넌 태양 의 후예 잖니
17629,군대,완젼 뭐임
17630,군대,간지나 완젼
17631,군대,나이 드니까
17632,군대,그니까
17633,군대,머선 그런 형제 있 누
17634,군대,그니까
17635,군대,나도 담생 에는 도전 해봐야지
17636,군대,콧대 미쳣 던데
17637,군대,둘 등산 대결 하는데 절레 절레
17638,군대,난 유디티 를 가겠어
17639,군대,좋아 좋아
17640,군대,나도 담생 엔 특전사 도전
17641,군대,도전 닷
17642,군대,난 담생 여자 로 태어날래
17643,군대,특전사 나온 친구 있어
17644,군대,특전사 나온 친구 있음
17645,군대,강철 부대 보 니까 멋지더라
17646,군대,특전사 주위 많이 없넹
17647,군대,라고 아이 특전사 임
17648,군대,나도 주위 없는듯
17649,군대,마자
17650,군대,강철 부대 재밌어
17651,군대,민정 경찰 나왔음 아이
17652,군대,강철 부대 누가 제일 기억나노
17653,군대,우리 동네 특전사 그런 거 면 맞는다 지금 당장
17654,군대,에스 디티 출신
17655,군대,박군 멋지다 키도 작은데
17656,군대,민정 경찰 뭔 디
17657,군대,박군 간지나긴 하더라
17658,군대,유디티 멋지더라
17659,군대,체력 최고
17660,군대,박군 또 이상한 이야기 돌던데 구설수
17661,군대,유디티 쌉 간지 지
17662,군대,구설수 그만
17663,군대,끼 많다 박 군 은
17664,군대,공군 부대 짜증난다
17665,군대,왜 비행기 소리 때메
17666,군대,공군 부대 왜 뭔 일이 여
17667,군대,맨날 훈련 하는 듯
17668,군대,요새 정도 면 조용한듯
17669,군대,비행기 소리
17670,군대,피해 보상 없나
17671,군대,졸 시끄러 움
17672,군대,한번 씩 전투기 온다
17673,군대,밤 야비 안 하니까
17674,군대,오늘 문재인 전투기 탔던데
17675,군대,삼천포 쪽 으로는 안가나 봐
17676,군대,예전 아파트 없을 땐 맨날 밤 마다 날아다님
17677,군대,창문 닫아도 거 냐
17678,군대,야간 비행 할 때 시끄러 웡
17679,군대,난 서 계속 살아서 그런지 신경 안 쓰이는데
17680,군대,적응 됐나 보네 형 은
17681,군대,백색 소음 돼 버렸구나
17682,군대,공군 나와서 그런지 전투기 소리 신경 안 씀
17683,군대,형 은 공군 이랑 인연 깊네
17684,군대,은 군대 어디 다녀옴
17685,군대,강원도 였나
17686,군대,어디 지
17687,군대,양양 군단 갔다 왔어
17688,군대,육군 이었던 거야
17689,군대,육군 이지
17690,군대,몇 살때 갔지
17691,군대,육군
17692,군대,포병 으로 갔다 왔어
17693,군대,둘다 예비군 인거야
17694,군대,예비군
17695,군대,쟤 오래 돼서 모르겠네
17696,군대,살 갔다 왔어
17697,군대,예비군 은 끝났지
17698,군대,포병
17699,군대,뭐
17700,군대,민방위 라고
17701,군대,이래서 빨리 다녀 와야 하는데 난 올해 시작 예비군
17702,군대,난 이미 예비군 끝나서 민방위 편햌 아무 안 불러
17703,군대,왜 아직 예비군 이냐
17704,군대,전역 늦게 했으니까
17705,군대,를 가면 장교 로 가는 거 니까
17706,군대,민방위 집 에서 인터넷 강의 듣더만
17707,군대,완전 편할 듯
17708,군대,장교 요즘 은 똑같이 훈련 받으려나
